starttime	seconds	ctime	dtime	ttime	wait
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	2	4	1
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	1
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	1
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	1
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	0	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	1
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	0	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	1
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	2	1	4	1
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	1
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	1
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	1
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	1
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	1
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	1
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	0	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	1	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	1
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	0	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	1
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	1
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:08:55 2017	1484518135	1	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	1
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	1
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	2	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	1
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	1
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	2	4	0
Sun Jan 15 23:08:55 2017	1484518135	2	2	4	1
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	2	2	4	1
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	1
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	1
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	2	4	1
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	1
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	1
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	2	2	4	1
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	2	2	4	1
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	0	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	1
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:08:55 2017	1484518135	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	1
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	1
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	2	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:09:02 2017	1484518142	0	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	2	2	4	1
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	1
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	1
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	1
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	2	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	2	2	4	1
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
Sun Jan 15 23:08:57 2017	1484518137	2	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	2	4	2
Sun Jan 15 23:08:59 2017	1484518139	0	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	0	3	4	3
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	1
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	1
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	1
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	1
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:09:01 2017	1484518141	1	3	4	3
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	1
Sun Jan 15 23:08:55 2017	1484518135	2	2	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	2
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	2
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	1
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	2
Sun Jan 15 23:08:56 2017	1484518136	0	3	4	3
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	2
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	1
Sun Jan 15 23:08:56 2017	1484518136	2	2	4	1
Sun Jan 15 23:09:00 2017	1484518140	1	3	4	2
Sun Jan 15 23:08:59 2017	1484518139	2	2	4	2
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	3
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:59 2017	1484518139	1	3	4	1
Sun Jan 15 23:08:58 2017	1484518138	1	3	4	1
Sun Jan 15 23:09:00 2017	1484518140	2	2	4	2
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	3
Sun Jan 15 23:08:56 2017	1484518136	1	3	4	1
Sun Jan 15 23:09:02 2017	1484518142	1	3	4	3
Sun Jan 15 23:08:55 2017	1484518135	1	3	4	3
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	1
Sun Jan 15 23:08:57 2017	1484518137	1	3	4	2
